red,green,blue,yellow,qplumes
-0.22384116916671334,-0.12383527046518972,-0.2301914978891865,-0.2921843158231128,293.493022
0.6201652699122678,-0.31147566319924674,-0.30971939528046627,-0.3450843831279555,85.7594782
2.287252368588933,2.6147001910588856,0.21700885265887965,6.884591481867214,3455.84188
-0.22384116916671334,-0.4484024362754505,-0.3685008846566296,-0.3450843831279555,205.337193
0.07609500339854447,0.8143666932050954,2.7688170385182054,0.9421505879565503,536.4057
-0.22384116916671334,-0.3621892828571,-0.37887408866418787,-0.3450843831279555,738.2170964
-0.22384116916671334,-0.13397799439676036,-0.13222234892891427,-0.010050623530618379,1241.006881
-0.20291538968541628,-0.12890663243097505,-0.3535173677568233,0.09574951107906701,349.606532
1.7222563225939127,-0.4078315405491679,-0.2751420485886055,-0.3450843831279555,295.936071
34.784987903043266,-0.35711792089131467,-0.4076885442407385,-0.3450843831279555,427.83589
0.1981620503727773,1.0324352577338642,2.9993326831306106,0.9774172994931121,1512.57028
-0.22384116916671334,-0.25061931960982287,-0.3489070548645752,-0.3450843831279555,172.289601
-0.18198961020411922,-0.37740336875445596,-0.4065359660176765,-0.3098176715913937,301.3193929
-0.038996783748589336,-0.0984784606362631,-0.0941872675678674,-0.027683979298899278,1719.8818
0.4353208844941439,-0.2607620435413935,-0.3996204966793043,-0.20401753698170827,270.463335
-0.14013805124152512,-0.08833573670469244,-0.18985126008201558,0.3778832033715614,198.267804
-0.15757620080927265,-0.33176111106238804,-0.4180617482482967,-0.27455096005483187,841.376623
-0.22384116916671334,-0.4636165221728065,-0.340839007303141,-0.3450843831279555,122.2130141
-0.22384116916671334,-0.41797426448073854,-0.4099937006868626,-0.27455096005483187,323.2806416
-0.22384116916671334,-0.30133293926767607,-0.28205751792697764,-0.3450843831279555,79.6126592
-0.18896487003121823,-0.36726064482288534,-0.4180617482482967,-0.3450843831279555,738.022974
0.1702610110643812,2.0213508410620027,0.7806196037362104,0.9245172321882693,1195.8039
-0.20291538968541628,-0.35711792089131467,-0.3673483064335676,-0.22165089274998917,408.025529
-0.1785019802905697,-0.2810474914045348,-0.3638905717643815,-0.2921843158231128,1203.282211
-0.19594012985831727,-0.25061931960982287,-0.2785997832577916,-0.13348411390858467,1251.24631
-0.22384116916671334,-0.4636165221728065,-0.4030782313484904,-0.3450843831279555,445.2824985
-0.22384116916671334,-0.4636165221728065,-0.36965346287969164,-0.3450843831279555,309.1426184
-0.15757620080927265,-0.31147566319924674,-0.295888456603722,0.07811615531078611,485.195823
-0.0634101931434359,0.01816286457679938,-0.24171728011980675,-0.15111746967686557,181.538151
0.5259992622464311,1.0172211718365083,0.19510986642070116,0.4660499822129659,2218.14658
-0.1680390905499212,-0.25061931960982287,-0.3385338508570169,0.2897164245301569,461.818376
-0.15408857089572314,-0.3621892828571,-0.36043283709519547,-0.3098176715913937,716.4417295
-0.19942775977186677,-0.14919208029411635,-0.3466018984184511,-0.3274510273596746,209.51553
-0.22384116916671334,0.1246614658582912,-0.1333749271519763,0.14864957838390971,322.8870742
-0.22384116916671334,-0.41797426448073854,-0.35236478953376127,-0.20401753698170827,287.0406823
0.25745175890311894,0.4948708893606199,0.2366026824509341,-0.15111746967686557,372.363967
0.10050841279339104,1.5750709880728941,0.10751392146798718,0.7129169629688986,2171.201404
-0.22384116916671334,-0.4484024362754505,-0.3535173677568233,-0.3450843831279555,487.717405
-0.22384116916671334,-0.41290290251495326,-0.3800266668872499,-0.3450843831279555,208.2654262
-0.05643493331633689,-0.25061931960982287,-0.2785997832577916,-0.13348411390858467,683.388041
-0.22384116916671334,-0.4636165221728065,-0.37772151044112584,-0.3450843831279555,218.38457
-0.1366504213279756,-0.3621892828571,-0.3546699459798853,-0.3450843831279555,527.499324
-0.16106383072282215,0.01816286457679938,-0.29012556548841184,-0.3274510273596746,215.719129
-0.22384116916671334,-0.4027601785833826,-0.341991585526203,-0.27455096005483187,238.5899212
-0.22384116916671334,-0.4382597123438799,-0.2889729872653498,-0.3274510273596746,43.9805195
0.006342405127554281,-0.4636165221728065,-0.3535173677568233,-0.3450843831279555,729.264406
-0.22384116916671334,-0.31147566319924674,-0.32585549040333467,-0.20401753698170827,751.824738
-0.2203535392531638,-0.39261745465181197,-0.32931322507252075,-0.3450843831279555,189.3825127
-0.11921227176022806,5.2619511371988255,5.435883046683735,0.2544497129935951,650.9680791
-0.22384116916671334,-0.3824747307202413,-0.383484401556436,-0.3274510273596746,439.7940545
0.2748899084708665,-0.14919208029411635,-0.3569751024260094,-0.3274510273596746,122.730204
-0.2098906495125153,-0.4027601785833826,-0.37080604110275367,-0.3450843831279555,243.600124
-0.22384116916671334,-0.4636165221728065,-0.4169091700252347,-0.3450843831279555,243.6725754
-0.22384116916671334,-0.4636165221728065,-0.39731534023318027,-0.3450843831279555,242.757897
-0.04945967348923787,-0.31147566319924674,-0.2048347769818219,-0.06295069083546108,176.6499326
-0.22384116916671334,-0.29119021533610545,-0.33392353796476887,-0.23928424851827007,368.371187
-0.22384116916671334,-0.4636165221728065,-0.3938576055639942,-0.3450843831279555,131.9983674
-0.09131123245183198,-0.2658334055071788,-0.35928025887213344,-0.3274510273596746,667.1255234
-0.1715267204634707,-0.3621892828571,-0.36043283709519547,-0.25691760428655097,154.9351073
-0.03550915383503983,-0.057907564909980495,-0.0630676555451927,-0.3450843831279555,859.153607
-0.22384116916671334,-0.4636165221728065,-0.383484401556436,-0.3450843831279555,131.9405421
-0.22384116916671334,-0.35204655892552933,-0.41345143535604867,-0.3450843831279555,366.6702636
1.0700695287601545,-0.27090476747296416,-0.4030782313484904,-0.25691760428655097,684.99173
0.3411548768283072,0.6368690244026091,2.390771381353861,0.5718501168226514,829.189256
-0.22384116916671334,-0.4636165221728065,-0.3984679184562423,-0.3450843831279555,95.49435274
-0.22384116916671334,-0.31147566319924674,-0.26361626635798524,-0.22165089274998917,239.854667
-0.16106383072282215,-0.35204655892552933,0.36108113054163293,-0.3274510273596746,484.516218
-0.2168659093396143,-0.3266897490966027,-0.26361626635798524,-0.3450843831279555,41.46638855
-0.0076081145266437555,-0.37740336875445596,1.0134404047947396,-0.25691760428655097,46.3120968
-0.04248441366213885,-0.17454889012304298,-0.36043283709519547,-0.3450843831279555,282.494751
0.10748367262049005,0.8143666932050954,0.363386286987757,0.8363504533468649,382.986854
-0.04945967348923787,-0.20497706191775492,-0.33277095974170684,0.09574951107906701,168.852058
-0.22384116916671334,-0.10862118456783375,-0.341991585526203,0.02521608800594342,619.326286
-0.2203535392531638,-0.3419038349939587,-0.2878204090422878,-0.2921843158231128,125.088941
-0.22384116916671334,-0.41797426448073854,-0.36043283709519547,-0.3450843831279555,277.0082824
-0.22384116916671334,-0.33176111106238804,-0.34314416374926504,-0.3450843831279555,399.0673838
0.28535279821151505,0.023234226542584703,0.15476962861353025,-0.11585075814030378,729.323802
0.08307026322564348,1.0628634295285762,0.14209126815984796,1.0126840110296738,1550.77178
-0.22384116916671334,-0.02240803114948322,2.2812764501629683,-0.13348411390858467,269.9011395
-0.22384116916671334,-0.4636165221728065,-0.3903998708948081,-0.3450843831279555,195.013151
-0.22384116916671334,-0.41797426448073854,-0.4180617482482967,-0.3450843831279555,507.2666134
-0.22384116916671334,-0.39261745465181197,-0.4030782313484904,-0.3450843831279555,407.7449153
-0.22384116916671334,-0.4636165221728065,-0.341991585526203,-0.3450843831279555,166.485653
-0.14013805124152512,-0.31147566319924674,-0.3903998708948081,-0.3450843831279555,250.722494
-0.2133782794260648,-0.41797426448073854,-0.42267206114054484,-0.25691760428655097,755.1676979
-0.18896487003121823,-0.29119021533610545,-0.39616276201011824,-0.22165089274998917,387.6666558
-0.22384116916671334,-0.4636165221728065,-0.3811792451103119,-0.3450843831279555,290.86317
-0.22384116916671334,-0.20497706191775492,-0.36619572821050556,-0.3098176715913937,397.676627
-0.10874938201957952,0.3427300303870602,-0.02272741773802178,0.1310162226156288,721.73757
-0.12618753158732707,-0.35204655892552933,-0.30626166061128024,-0.3450843831279555,985.3510502
-0.09479886236538149,-0.00212258328634192,-0.12300172314441805,-0.25691760428655097,146.837016
-0.22384116916671334,-0.4636165221728065,-0.37426377577193976,-0.3450843831279555,129.469679
-0.22384116916671334,-0.4636165221728065,-0.3903998708948081,-0.3450843831279555,449.4200424
-0.2168659093396143,-0.36726064482288534,-0.2878204090422878,-0.3450843831279555,148.908004
-0.22384116916671334,-0.25061931960982287,-0.36619572821050556,-0.3450843831279555,416.9930197
-0.22384116916671334,-0.17962025208882829,-0.3120245517265903,-0.3450843831279555,231.3270528
0.4388085144076934,1.6714268654228153,0.718380379690861,2.352819049419022,1109.44447
-0.19245249994476774,-0.18976297602039893,-0.32470291218027264,-0.3450843831279555,209.225509
-0.2064030195989658,-0.21004842388354025,-0.34314416374926504,-0.09821740237202288,595.634695
-0.22384116916671334,-0.4281169884123092,-0.3811792451103119,-0.3450843831279555,204.410081
-0.22384116916671334,-0.4636165221728065,-0.3454493201953891,-0.3450843831279555,58.2337671
0.17374864097793072,0.7180108158551741,-0.06537281199131674,0.3602498476032805,1192.675573
-0.19942775977186677,-0.2607620435413935,-0.2613111099118612,-0.3450843831279555,382.112823
-0.22384116916671334,-0.41290290251495326,-0.4030782313484904,-0.3450843831279555,425.7122069
-0.22384116916671334,-0.4230456264465239,-0.4111462789099246,-0.3450843831279555,324.9827892
-0.22384116916671334,-0.29119021533610545,-0.4065359660176765,-0.3450843831279555,452.5911421
0.01680529486820281,-0.2252625097808962,0.017612820069149136,-0.16875082544514647,704.846657
-0.2133782794260648,1.372216509441481,1.2358880018457108,0.09574951107906701,750.284678
-0.22384116916671334,-0.4078315405491679,-0.30971939528046627,-0.3450843831279555,86.0353176
0.09702078287984152,-0.35711792089131467,-0.3223977557341486,-0.3450843831279555,64.6524688
-0.22384116916671334,-0.38754609268602663,-0.3316183815186448,-0.3450843831279555,104.4293986
-0.12618753158732707,0.15508963765300315,0.30921511050384176,-0.15111746967686557,286.553468
-0.22384116916671334,-0.4636165221728065,-0.2659214228041093,-0.3450843831279555,299.8469296
-0.22384116916671334,-0.4281169884123092,-0.3581276806490714,-0.3450843831279555,210.412319
0.24350123924892092,0.4542999936343373,0.31267284517302785,0.5013166937495277,576.53988
-0.22384116916671334,-0.41797426448073854,-0.3685008846566296,-0.3450843831279555,152.1775631
-0.2203535392531638,-0.2810474914045348,-0.2613111099118612,-0.23928424851827007,114.141944
0.041218704263049376,1.7931395526016631,2.2985651235088986,1.2242842802490446,330.2839098
-0.15060094098217364,-0.00212258328634192,-0.1771728996283333,-0.3274510273596746,112.835654
-0.22384116916671334,-0.3368324730281734,-0.3984679184562423,-0.13348411390858467,628.0166662
-0.22384116916671334,-0.4636165221728065,-0.4065359660176765,-0.3450843831279555,187.187412
0.9584653715265703,0.7433676256841008,-0.03079546529945596,0.8010837418103031,549.540397
0.44578377423479243,1.529428730380826,0.5316627075548128,1.5593180398463817,897.338438
-0.22384116916671334,-0.39261745465181197,-0.120696566698294,-0.3098176715913937,297.130601
-0.22384116916671334,-0.39768881661759725,-0.38694213622562207,-0.27455096005483187,849.4730802
-0.22384116916671334,-0.2861188533703201,-0.3765689322180638,-0.27455096005483187,269.2395598
-0.22384116916671334,-0.4636165221728065,-0.3915524491178701,-0.3450843831279555,43.510864
0.030755814522400848,-0.4636165221728065,-0.4099937006868626,-0.3450843831279555,89.9139145
-0.22384116916671334,0.17537508551614445,0.08561493522980868,-0.09821740237202288,182.1252022
1.415344890201556,-0.4636165221728065,-0.3765689322180638,-0.3450843831279555,218.79374
0.29581568795216356,1.869209982088443,0.635394747630395,1.5416846840781009,505.929018
-0.12618753158732707,-0.25061931960982287,-0.252090484127365,-0.2921843158231128,1206.940638
-0.22384116916671334,-0.34697519695974405,-0.36158541531825744,-0.16875082544514647,194.570444
-0.10874938201957952,-0.18976297602039893,-0.2693791574732954,-0.13348411390858467,394.958101
-0.22384116916671334,-0.4636165221728065,-0.3754163539950018,-0.3450843831279555,221.163856
-0.22384116916671334,-0.4027601785833826,-0.39616276201011824,-0.3450843831279555,344.443096
-0.22384116916671334,-0.39261745465181197,-0.37887408866418787,2.4409858282604264,408.960808
-0.22384116916671334,-0.4636165221728065,-0.36965346287969164,-0.3450843831279555,501.787722
-0.10526175210603002,-0.23540523371246688,-0.35236478953376127,-0.09821740237202288,1040.07927
0.3306919870876586,-0.02240803114948322,-0.35121221131069924,0.448416626444685,936.65357
-0.16106383072282215,-0.3064043012334614,-0.35582252420294735,-0.13348411390858467,487.1907336
-0.22384116916671334,-0.4636165221728065,-0.41229885713298664,-0.3450843831279555,222.0260909
-0.22384116916671334,-0.4636165221728065,-0.383484401556436,-0.3450843831279555,310.0723745
-0.1785019802905697,-0.24554795764403753,-0.26822657925023335,-0.16875082544514647,515.499157
-0.22384116916671334,-0.38754609268602663,-0.1598842262824029,-0.3450843831279555,111.6109464
-0.22384116916671334,-0.4636165221728065,-0.2878204090422878,-0.3450843831279555,187.1471114
-0.22384116916671334,-0.4636165221728065,-0.3223977557341486,-0.3450843831279555,227.2744724
-0.22384116916671334,-0.4636165221728065,-0.383484401556436,-0.3450843831279555,119.500331
-0.22384116916671334,-0.43318835037809456,-0.3984679184562423,-0.3450843831279555,690.7467258
-0.19594012985831727,-0.2759761294387495,-0.3154822863957764,-0.13348411390858467,381.0252811
-0.22384116916671334,-0.4636165221728065,-0.4065359660176765,-0.3450843831279555,251.0166477
1.0351932296246595,2.066993098754071,1.114867288424198,1.8414517321388761,914.555319
-0.10177412219248051,-0.02240803114948322,-0.2670740010271713,0.5718501168226514,1630.91409
-0.11921227176022806,0.29708777269499226,-0.1783254778513953,0.1310162226156288,323.8177771
-0.22384116916671334,-0.35204655892552933,-0.3466018984184511,-0.3450843831279555,150.8732811
-0.22384116916671334,-0.4636165221728065,-0.3754163539950018,-0.3450843831279555,315.8711331
-0.15757620080927265,1.4482869389282609,2.0254040846431987,0.007582732237662521,206.458349
-0.13316279141442608,-0.36726064482288534,-0.26476884458104727,-0.20401753698170827,292.9863592
-0.12269990167377756,-0.159334804225687,-0.3996204966793043,-0.27455096005483187,1082.69267
-0.22384116916671334,-0.2759761294387495,-0.35582252420294735,-0.3450843831279555,511.1172895
0.4876353331973865,1.651141417559674,1.2785333960990057,0.4131499149081232,1462.8549
-0.22384116916671334,-0.43318835037809456,-0.38924729267174607,-0.3274510273596746,153.43978
0.0516815940036979,0.7737957974788128,2.9013635341703385,-0.027683979298899278,962.079967
-0.22384116916671334,-0.4484024362754505,-0.3143297081727144,-0.3450843831279555,258.919313
-0.22384116916671334,-0.4230456264465239,-0.38233182333337395,-0.25691760428655097,362.6813306
-0.05992256322988639,0.01816286457679938,-0.1691048520668991,0.04284944377422432,358.845186
-0.09479886236538149,-0.16440616619147233,-0.24632759301205484,-0.18638418121342737,666.3625412
0.36556828622315374,1.4432155769624757,1.5309480269495894,0.5894834725909323,2252.378
0.1249218221882376,0.839723503034022,1.1828694035848575,0.4836833379812468,879.095996
-0.05992256322988639,0.05873376030308198,6.998779117155842,-0.2921843158231128,935.947226
-0.22384116916671334,-0.17962025208882829,-0.025032574184145832,-0.3450843831279555,384.048333
-0.22384116916671334,-0.144120718328331,-0.20713993342794595,0.1310162226156288,196.9833609
-0.22384116916671334,-0.4636165221728065,-0.3638905717643815,-0.3450843831279555,231.7614269
0.14933523158308415,-0.08833573670469244,-0.35582252420294735,0.14864957838390971,2378.20981
-0.22384116916671334,-0.4636165221728065,-0.4146040135791107,-0.3450843831279555,322.8063354
-0.22384116916671334,-0.3824747307202413,-0.35582252420294735,-0.3450843831279555,1239.505329
-0.06689782305698541,-0.027479393115268546,-0.253243062350427,0.4660499822129659,667.865143
-0.22384116916671334,-0.2759761294387495,-0.37772151044112584,-0.3450843831279555,398.986883
-0.09828649227893099,-0.05283620294419517,-0.3765689322180638,0.23681635722531422,504.417585
-0.0006328546995447373,0.13480418978986186,0.24351815178930628,0.07811615531078611,659.11214
-0.22384116916671334,-0.2759761294387495,-0.35236478953376127,-0.2921843158231128,262.1991041
-0.22384116916671334,-0.4636165221728065,-0.28666783081922576,-0.3450843831279555,218.148115
-0.2098906495125153,-0.24554795764403753,-0.24978532768124093,-0.08058404660374198,647.780434
-0.22384116916671334,0.053662398337296656,-0.2935833001575979,0.3778832033715614,1160.18995
-0.22384116916671334,-0.3419038349939587,-0.3120245517265903,-0.23928424851827007,153.807077
-0.22384116916671334,-0.4636165221728065,-0.40077307490236636,-0.3450843831279555,166.6062922
-0.05992256322988639,-0.027479393115268546,-0.33507611618783084,-0.23928424851827007,377.612437
-0.18198961020411922,-0.30133293926767607,-0.3754163539950018,-0.3274510273596746,464.202545
-0.18547724011766872,-0.31147566319924674,-0.32931322507252075,-0.23928424851827007,565.576404
-0.1680390905499212,0.246374153037139,-0.19907188586651178,0.4660499822129659,786.349999
-0.22384116916671334,-0.3216183871308174,-0.39270502734093216,-0.3450843831279555,552.073083
-0.22384116916671334,-0.2658334055071788,-0.3270080686263967,-0.25691760428655097,251.41996
-0.22384116916671334,-0.41797426448073854,-0.3569751024260094,-0.3450843831279555,70.0608094
-0.1680390905499212,0.1601609996187885,0.07524173122225045,-0.3274510273596746,439.48004
-0.11921227176022806,0.246374153037139,-0.08842437645255727,0.04284944377422432,1082.23879
-0.2168659093396143,0.27173096286606563,-0.41575659180217267,-0.15111746967686557,1429.264756
-0.13316279141442608,1.2403610983310627,0.6665143596530698,-0.08058404660374198,145.500408
-0.22384116916671334,-0.4636165221728065,-0.39270502734093216,-0.3450843831279555,148.0996943
-0.22384116916671334,-0.41797426448073854,-0.36273799354131947,-0.3450843831279555,448.7270464
0.7282817972323027,0.27173096286606563,-0.0192696830688357,-0.11585075814030378,569.840234
-0.22384116916671334,-0.43318835037809456,-0.3650431499874435,-0.23928424851827007,127.9432165
-0.22384116916671334,-0.4636165221728065,-0.37426377577193976,-0.3450843831279555,254.7550036
-0.18547724011766872,-0.21004842388354025,1.1851745600309815,-0.3450843831279555,291.2868199
-0.22384116916671334,0.19566053337928577,0.364538865210819,-0.2921843158231128,538.875605
-0.22384116916671334,-0.23033387174668155,-0.20829251165100798,-0.3450843831279555,175.795183
-0.22384116916671334,-0.3064043012334614,-0.3731111975488777,-0.3450843831279555,406.362189
-0.1750143503770202,-0.4281169884123092,-0.4215194829174828,-0.3450843831279555,142.013044
0.11794656236113858,0.27173096286606563,0.22968721311256196,-0.15111746967686557,1153.90474
-0.22384116916671334,-0.4636165221728065,-0.3754163539950018,-0.3450843831279555,196.9375903
-0.22384116916671334,-0.4636165221728065,-0.36043283709519547,-0.3450843831279555,125.30555
-0.22384116916671334,-0.4636165221728065,-0.4019256531254284,-0.3450843831279555,134.9354544
0.7631580963677977,1.9300663256778667,0.13287064237535176,3.3050202609061907,2900.31694
-0.1366504213279756,-0.16440616619147233,-0.38233182333337395,-0.25691760428655097,591.839521
-0.18198961020411922,-0.10354982260204842,-0.33392353796476887,-0.2921843158231128,1113.298995
0.11445893244758906,-0.1390493563625457,0.021070554738335214,0.1310162226156288,219.960038
-0.22384116916671334,-0.41797426448073854,-0.3754163539950018,-0.3450843831279555,133.9276142
-0.2168659093396143,-0.36726064482288534,-0.40884112246380055,-0.3450843831279555,191.201769
-0.22384116916671334,-0.4636165221728065,-0.3316183815186448,-0.3450843831279555,140.0077365
-0.22384116916671334,-0.2759761294387495,-0.3304658032955828,-0.3450843831279555,224.392576
-0.22384116916671334,-0.3621892828571,-0.2267337632200004,-0.3450843831279555,59.02012992
-0.22384116916671334,-0.4433310743096652,-0.36043283709519547,-0.20401753698170827,264.1196656
-0.004120484613094247,0.7636530735472421,0.5316627075548128,-0.20401753698170827,844.272591
-0.22384116916671334,-0.06297892687576583,-0.2002244640895738,-0.3450843831279555,85.86690804
-0.22384116916671334,-0.3824747307202413,-0.3200925992880245,-0.3450843831279555,313.295857
-0.22384116916671334,-0.4636165221728065,-0.31317712994965236,-0.3450843831279555,175.685846
-0.1680390905499212,-0.08326437473890712,-0.30280392594209415,-0.06295069083546108,63.0712982
-0.22384116916671334,-0.4636165221728065,-0.3650431499874435,-0.3450843831279555,191.2112227
-0.22384116916671334,-0.3419038349939587,-0.3673483064335676,-0.11585075814030378,674.209065
0.4178827349263964,-0.2658334055071788,-0.04923671686844838,0.2544497129935951,395.727756
-0.1680390905499212,0.3883722880791281,-0.16103680450546493,-0.22165089274998917,429.430893
-0.22384116916671334,-0.4636165221728065,-0.3489070548645752,-0.3450843831279555,277.7942655
0.9724158911807683,-0.4636165221728065,-0.42382463936360687,-0.3450843831279555,93.1024216
-0.22384116916671334,-0.3368324730281734,-0.3938576055639942,-0.13348411390858467,423.0195168
-0.22384116916671334,-0.16947752815725764,-0.31778744284190047,-0.25691760428655097,539.644368
-0.0634101931434359,1.0222925338022937,0.9800156363259409,0.9245172321882693,425.855688
-0.22384116916671334,-0.4636165221728065,-0.39270502734093216,-0.3450843831279555,227.0472822
-0.22384116916671334,-0.4636165221728065,-0.3546699459798853,-0.3450843831279555,117.2587222
-0.22384116916671334,-0.4636165221728065,-0.36273799354131947,-0.3450843831279555,106.799079
-0.2203535392531638,-0.3621892828571,-0.4099937006868626,-0.3450843831279555,374.0819243
-0.22384116916671334,-0.00212258328634192,-0.004286166169029361,-0.16875082544514647,190.240037
-0.22384116916671334,-0.33176111106238804,-0.023879995961083804,0.02521608800594342,159.3939978
-0.22384116916671334,-0.4281169884123092,-0.42267206114054484,-0.2921843158231128,492.8455413
-0.22384116916671334,-0.41290290251495326,-0.36158541531825744,-0.27455096005483187,210.1504862
-0.19942775977186677,-0.03255075508105387,-0.3650431499874435,-0.13348411390858467,366.217934
0.8712746236878325,-0.4636165221728065,-0.35582252420294735,-0.3450843831279555,174.116239
-0.22384116916671334,-0.3723320067886706,-0.26015853168879916,-0.3274510273596746,252.307554
-0.22384116916671334,-0.30133293926767607,-0.3915524491178701,-0.3450843831279555,204.172171
-0.08782360253828247,0.6774399201288915,2.960145023546502,-0.06295069083546108,292.941113
-0.22384116916671334,-0.4230456264465239,-0.3385338508570169,-0.3450843831279555,107.3478433
-0.22384116916671334,-0.4027601785833826,-0.3880947144486841,-0.22165089274998917,206.995773
-0.22384116916671334,-0.4636165221728065,-0.3984679184562423,-0.3450843831279555,350.2859292
-0.22384116916671334,-0.39768881661759725,-0.3996204966793043,-0.3450843831279555,42.2824182
-0.22384116916671334,-0.06297892687576583,-0.2739894703655435,-0.25691760428655097,1413.60523
-0.12618753158732707,1.1795047547416386,3.712778603206005,-0.22165089274998917,554.222189
-0.22384116916671334,-0.3824747307202413,-0.42267206114054484,-0.3450843831279555,339.6353841
-0.22384116916671334,-0.4636165221728065,-0.4111462789099246,-0.3450843831279555,325.5288399
-0.11572464184667855,-0.2861188533703201,-0.3638905717643815,-0.22165089274998917,574.1778226
-0.22384116916671334,-0.41797426448073854,-0.40884112246380055,-0.25691760428655097,247.9665274
-0.2133782794260648,-0.2962615773018908,-0.2924307219345359,-0.23928424851827007,376.065679
0.06911974357144544,-0.06297892687576583,-0.22903891966612447,0.007582732237662521,1063.38635
-0.1715267204634707,-0.4484024362754505,-0.40423080957155244,-0.3450843831279555,626.6273546
-0.1715267204634707,-0.24554795764403753,-0.37887408866418787,0.07811615531078611,270.348439
-0.11223701193312903,0.023234226542584703,-0.120696566698294,0.07811615531078611,849.407667
-0.22384116916671334,-0.41290290251495326,-0.35236478953376127,-0.3450843831279555,180.3784258
-0.22384116916671334,-0.1390493563625457,-0.2301914978891865,-0.09821740237202288,342.5071516
-0.19594012985831727,-0.12890663243097505,-0.20829251165100798,-0.09821740237202288,288.7791082
2.8417855248433055,-0.20497706191775492,-0.384636979779498,-0.3450843831279555,471.999588
-0.16455146063637166,-0.27090476747296416,-0.32585549040333467,0.007582732237662521,742.3793148
-0.15408857089572314,-0.31147566319924674,-0.3004987694959701,-0.3450843831279555,810.877251
-0.22384116916671334,-0.4636165221728065,-0.2693791574732954,-0.3450843831279555,267.1144916
-0.15408857089572314,0.043519674405726,-0.33392353796476887,0.07811615531078611,401.1348984
